"Geneid","5-days-old","10-days-old","15-days-old","20-days-old","25-days-old","30-days-old","35-days-old","40-days-old","45-days-old","55-days-old"
"Glyma.08G082500",11.587,7.393,6.616,5.205,2.214,3.757,1.909,1.161,1.38,0.768
"Glyma.08G084800",370.795,428.231,303.58,251.934,98.396,164.282,95.478,40.992,19.429,0.213
"Glyma.08G085900",86.342,58.55,34.569,23.013,14.829,17.824,14.493,9.779,9.149,7.045
"Glyma.08G099900",1.006,0.971,0.6,0.524,0.641,0.557,0.676,0.687,1.616,9.842
"Glyma.08G100300",6.106,4.004,2.817,2.452,1.853,2.769,1.464,1.242,0.545,0.289
"Glyma.08G100700",3.161,3.038,1.865,3.74,4.279,3.347,6.726,7.813,19.501,55.904
"Glyma.08G102900",3.387,2.071,1.122,1.219,0.402,0.915,0.329,0.078,0.028,0.004
"Glyma.08G107700",12.194,7.566,5.454,3.308,2.604,3.069,2.3,2.224,2.138,2.816
"Glyma.08G113600",8.341,6.984,5.349,5.02,4.968,5.073,7.718,5.051,16.837,3.637
"Glyma.08G115100",237.078,155.69,98.64,64.13,40.502,66.174,36.768,36.833,15.207,2.892
"Glyma.08G115600",69.713,36.551,18.756,11.173,3.976,7.255,4.571,2.062,1.267,0.317
"Glyma.08G117600",5.772,3.863,2.9,3.589,2.966,3.971,2.566,2.207,1.125,0.168
"Glyma.08G118000",2.078,1.015,0.235,0.311,0.048,0.086,0.059,0.084,0.259,3.358
"Glyma.08G118100",39.66,20.302,8.915,14.041,3.904,8.855,5.419,2.538,1.57,0.102
"Glyma.08G119100",9.001,6.428,4.336,2.873,1.406,2.345,1.957,1.675,2.085,1.057
"Glyma.08G121300",9.88,7.224,6.783,7.05,4.035,5.891,4.164,3.116,1.869,0.364
"Glyma.08G121600",7.159,3.738,1.325,1.557,0.718,1.188,0.877,0.597,0.271,0.03
"Glyma.08G125100",0,0,0.011,0.007,0,0.011,0.014,2.323,2.587,107.697
"Glyma.08G125400",87.603,76.688,47.567,50.729,25.8,43.826,20.877,12.289,4.558,3.414
"Glyma.08G125600",0,0,0,0,0,0,0,0.024,0.168,6.726
"Glyma.08G126500",10.822,7.074,4.919,5.796,3.779,4.477,3,2.652,1.44,0.862
"Glyma.08G131700",6.938,3.894,2.185,1.481,0.982,1.16,1.13,0.648,0.464,0.017
"Glyma.08G136500",22.496,14.361,7.003,6.502,3.027,4.29,2.716,1.41,0.853,0.215
"Glyma.08G137600",0.042,0.022,0.004,0.033,0.103,0.049,0.11,0.083,0.144,2.47
"Glyma.08G138800",11.957,8.743,6.15,4.444,4.081,4.05,5.092,3.569,7.172,1.57
"Glyma.08G140500",0.008,0.006,0.004,0.008,0.124,0.02,0.169,0.263,1.144,9.573
"Glyma.08G140900",11.056,7.504,2.652,2.918,1.188,1.838,1.4,0.65,0.746,0.081
"Glyma.08G143800",11.136,9.952,8.052,8.745,1.817,5.929,2.349,1.236,0.965,0.643
"Glyma.08G145300",0.033,0.025,0.017,0.012,0.024,0.025,0.051,0.237,0.277,12.5
"Glyma.08G145400",20.272,12.918,9.247,6.674,6.653,6.534,6.273,5.042,7.688,7.91
"Glyma.08G146500",137.833,122.075,68.824,75.72,43.967,54.317,32.439,18.328,7.133,2.708
"Glyma.08G160800",0.918,4.533,7.278,42.825,190.4,78.063,433.437,769.758,2324.209,6950.764
"Glyma.08G163900",37.111,24.674,19.871,19.044,10.913,15.075,11.31,3.786,2.245,0.265
"Glyma.08G171500",95.292,58.103,39.285,31.68,25.333,27.585,30.44,30.434,25.546,54.921
"Glyma.08G173800",0.056,0.026,0.1,0.183,0.174,0.425,0.376,0.556,0.695,0.46
"Glyma.08G176200",0.016,0.045,0.061,0.131,0.068,0.127,0.076,0.043,0.013,0
"Glyma.08G180000",59.541,51.821,16.74,18.005,10.018,12.798,10.264,9.666,4.077,1.128
"Glyma.08G181100",0.044,0.082,0.229,0.303,0.232,0.163,0.097,0.097,0.037,11.72
"Glyma.08G185800",7.323,4.652,2.63,2.667,1.808,1.72,1.717,1.021,1.324,0.097
"Glyma.08G186900",3.362,4.073,4.404,4.216,6.194,5.874,7.591,9.964,22.453,83.242
"Glyma.08G187500",33.958,24.123,20.924,14.131,7.964,10.288,6.033,3.042,2.945,1.251
"Glyma.08G190000",10.056,6.289,4.701,3.54,2.951,3.726,2.701,2.401,2.038,0.806
"Glyma.08G190800",21.19,11.493,10.951,10.945,5,8.523,8.061,7.338,3.704,1.055
"Glyma.08G192300",5.382,3.065,1.339,1.197,0.686,1.537,0.599,0.413,0.068,0.015
"Glyma.08G193500",7.557,3.856,1.722,1.932,0.918,1.324,0.687,0.26,0.106,0.201
"Glyma.08G206900",36.176,29.581,16.198,15.271,10.501,15.605,7.926,3.76,1.32,0.28
"Glyma.08G207300",47.996,40.611,31.908,24.602,11.697,18.607,11.085,7.99,3.277,1.084
"Glyma.08G207700",0.571,0.524,0.128,0.183,0.412,0.213,0.25,0.325,1.56,5.905
"Glyma.08G212900",5.915,5.121,3.62,3.107,1.676,3.539,1.79,1.458,0.351,0.061
"Glyma.08G213000",0.26,0.592,0.912,2.258,3.669,3.556,5.777,8.426,36.585,56.712
"Glyma.08G213100",44.283,24.894,12.934,7.464,1.185,4.153,0.93,0.359,0.015,0
"Glyma.08G214300",89.609,46.929,21.274,13.985,23.379,12.405,17.651,9.373,11.795,25.598
"Glyma.08G217500",49.354,37.953,36.561,29.749,22.907,21.674,20.569,11.869,10.353,2.896
"Glyma.08G220000",1.289,2.645,0.069,0.132,0.859,0.022,0.117,0.12,0.717,29.326
"Glyma.08G220500",0.922,2.113,1.147,2.437,9.382,2.048,5.697,14.863,34.961,100.369
"Glyma.08G220900",5.84,7.267,5.818,6.821,1.125,9.866,2.064,2.647,0.875,0.288
"Glyma.08G222100",293.055,212.15,147.322,124.477,71.095,105.352,72.661,71.129,75.619,85.763
"Glyma.08G222400",65.063,44.891,35.194,23.467,13.442,20.668,12.971,10.67,5.673,1.316
"Glyma.08G225500",73.442,57.197,44.167,30.634,18.525,22.826,18.67,11.307,7.789,1.264
"Glyma.08G227000",40.269,34.589,27.313,27.968,12.282,15.895,15.666,6.262,2.803,0.074
"Glyma.08G239300",0.321,0.307,0.356,0.313,0.63,0.316,0.939,0.95,6.776,16.221
"Glyma.08G239400",1.038,1.514,1.268,3.248,19.678,5.707,22.006,31.083,194.659,478.739
"Glyma.08G242700",7.863,5.581,2.598,2.007,1.978,2.847,1.361,1.333,0.803,0.214
"Glyma.08G243000",40.025,27.564,19.93,12.678,8.406,10.789,9.393,7.259,6.457,7.807
"Glyma.08G249500",0.262,0.792,1.407,2.113,4.848,4.609,6.856,7.723,10.877,8.115
"Glyma.08G249700",1.956,1.331,0.891,0.875,0.632,0.547,0.612,0.627,1.332,9.596
"Glyma.08G249900",54.745,30.728,18.939,11.201,3.358,4.477,6.041,4.067,4.053,0.472
"Glyma.08G251400",15.038,8.836,5.931,5.409,4.431,7.037,4.152,4.008,2.145,0.449
"Glyma.08G252700",5.894,5.521,2.946,3.21,1.412,2.426,1.434,0.649,0.202,0.009
"Glyma.08G255200",0.137,0.165,0.032,0.026,0.018,0.019,0.004,0.012,0.008,0
"Glyma.08G257600",29.214,22.976,17.925,16.541,9.882,11.72,8.492,6.073,4.471,2.088
"Glyma.08G257700",22.179,16.085,11.538,13.135,7.168,12.833,6.964,5.647,1.253,0.02
"Glyma.08G257800",14.776,10.522,5.776,4.62,0.778,2.359,0.577,0.195,0.069,0.018
"Glyma.08G262800",45.277,29.019,13.133,14.242,6.237,14.357,4.788,2.689,1.755,0.21
"Glyma.08G264800",0.321,0.158,0.127,0.165,0.088,0.157,0.125,0.05,0.035,0.011
"Glyma.08G274200",7.749,5.488,4.595,3.514,1.639,2.081,1.524,2.782,4.658,32.49
"Glyma.08G279000",19.212,14.652,10.04,5.434,4.66,5.717,4.996,4.57,3.665,2.308
"Glyma.08G282800",18.865,13.511,8.245,10.036,7.919,9.99,6.484,3.534,4.058,4.77
"Glyma.08G285900",9.848,14.363,12.71,16.576,8.017,15.558,7.826,4.39,1.674,14.11
"Glyma.08G286200",34.485,24.485,15.101,11.854,6.27,9.231,5.99,6.375,5.57,5.33
"Glyma.08G286700",4.678,5.102,2.873,1.498,1.108,0.833,1.089,0.978,1.607,1.918
"Glyma.08G288800",20.245,11.203,6.867,5.333,2.914,4.902,2.433,1.818,1.002,0.136
"Glyma.08G292700",29.273,24.33,16.125,14.607,6.79,10.306,6.401,3.553,2.466,0.459
"Glyma.08G295700",34.124,21.04,16.684,15.134,5.011,9.005,6.045,3.595,4.804,1.986
"Glyma.08G302600",0.643,1.63,2.573,2.358,4.239,3.239,4.07,2.762,4.063,11.454
"Glyma.08G302900",3.998,4.029,3.513,3.315,1.408,2.168,0.756,0.28,0.067,0.021
"Glyma.08G306800",38.816,34.663,30.107,42.272,26.454,35.961,43.364,46.534,55.41,94.572
"Glyma.08G309900",6.462,6.639,5.186,5.68,5.251,5.366,4.329,2.195,1.773,0.855
"Glyma.08G311000",21.028,14.216,10.841,12.501,11.958,10.568,14.008,10.399,15.86,26.526
"Glyma.08G311600",8.105,6.213,4.183,3.256,1.772,2.454,2.145,1.349,0.322,0
"Glyma.08G312400",61.03,59.343,57.307,46.338,25.075,37.349,32.102,20.323,14.28,2.619
"Glyma.08G313100",20.803,13.131,11.647,7.146,4.486,6.292,3.69,2.488,2.937,2.685
"Glyma.08G316700",1.01,2.328,2.41,2.565,3.897,5.76,4.175,4.325,4.726,16.296
"Glyma.08G322800",21.015,13.285,6.196,4.119,2.641,3.421,2.566,1.435,1.649,0.344
"Glyma.08G325400",0.869,0.622,0.698,0.458,0.28,0.429,0.188,0.194,0.039,0.027
"Glyma.08G328000",1.856,0.871,0.608,0.666,0.12,0.429,0.165,0.139,0.157,0.038
"Glyma.08G328700",7.257,6.9,2.903,2.56,1.668,2.541,1.642,1.257,1.347,0.125
"Glyma.08G334700",4.77,3.916,2.498,1.892,1.282,1.579,1.054,0.575,0.524,0.281
"Glyma.08G335500",13.539,10.164,5.025,5.046,1.236,3.183,2.36,1.571,0.982,2.229
"Glyma.08G335700",9.287,7.643,5.155,4.668,1.825,3.676,1.922,0.988,0.545,1.183
"Glyma.08G336800",0.317,0.356,0.214,0.376,0.122,0.232,0.346,0.491,6.717,92.922
"Glyma.08G341300",0,0,0,0.01,0.005,0,0,0.017,0.013,1.038
"Glyma.08G341800",0.007,0.088,0.169,0.135,0.031,0.091,0.035,0,0,0.05
"Glyma.08G342100",0.006,0.024,0.019,0.01,0.163,0,0.209,0.262,1.786,19.278
"Glyma.08G346500",167.557,116.633,75.816,46.085,33.252,42.164,31.015,28.216,23.413,37.034
"Glyma.08G347300",5.698,3.738,1.748,1.962,0.826,1.731,1.385,1.079,0.237,0.003
"Glyma.08G351100",13.274,9.72,7.426,9.519,7.285,8.508,10.934,8.718,6.336,0.931
"Glyma.08G362900",132.253,117.583,70.89,51.727,20.617,25.147,23.817,14.073,15.328,13.432
"Glyma.09G001600",7.103,5.186,3.814,2.986,2.339,2.82,2.144,1.618,0.624,0.04
"Glyma.09G005700",0.222,0.166,0.03,0.018,0.017,0.005,0.006,0,0.039,3.827
"Glyma.09G007200",21.459,16.56,15.561,12.178,4.216,10.202,5.28,1.732,1.767,0.112
"Glyma.09G010600",3.404,3.381,2.773,1.621,1.033,1.328,0.967,0.474,0.368,0.357
"Glyma.09G011200",5.689,4.183,3.318,2.711,1.412,2.996,1.531,1.169,0.562,0.28
"Glyma.09G013900",19.583,17.399,14.9,13.241,7.884,11.543,8.258,4.409,3.267,0.897
"Glyma.09G015600",23.536,19.499,18.808,14.03,10.867,11.149,13.997,7.003,3.399,0.35
"Glyma.09G017000",5.244,2.887,2.232,1.508,0.567,1.638,0.446,0.246,0.162,0.085
"Glyma.09G018300",18.756,14.803,14.362,15.657,10.917,12.495,9.329,6.512,6.503,1.624
"Glyma.09G020100",17.641,13.534,9.771,7.983,4.183,6.535,3.051,1.17,0.166,0
"Glyma.09G023600",17.085,10.33,5.013,4.086,2.673,2.68,2.163,1.005,0.494,0.09
"Glyma.09G026100",30.138,24.72,17.479,15.637,8.423,12.053,8.086,7.665,5.832,1.386
"Glyma.09G035500",28.63,31.336,22.865,20.606,17.142,17.666,11.964,7.167,7.841,3.772
"Glyma.09G044300",17.857,14.393,13.361,10.48,9.003,9.43,7.766,5.02,3.066,0.994
"Glyma.09G046000",2.466,1.708,0.793,0.851,0.58,0.681,0.439,0.376,0.146,0.013
"Glyma.09G046400",0.033,0.042,0.055,0.065,0.032,0.089,0.09,0.06,0.079,0.037
"Glyma.09G058800",0.026,0.013,0.012,0.036,0,0.015,0.002,0.006,0,0.01
"Glyma.09G059600",63.364,54.78,31.378,22.323,10.514,14.109,11.717,10.795,11.118,10.716
"Glyma.09G061500",0,0,0,0,0.003,0,0.002,0.017,0.071,2.957
"Glyma.09G065600",117.867,92.073,65.49,49.093,30.09,36.597,27.401,22.197,25.442,41.146
"Glyma.09G065700",13.118,8.742,5.905,5.915,3.637,4.664,3.647,3.268,2.989,2.412
"Glyma.09G065900",0.158,0.033,0.011,0.007,0.002,0.01,0.023,0.101,1.235,10.28
"Glyma.09G066000",9.058,5.799,4.796,3.023,1.813,2.2,1.692,0.813,1.318,2.022
"Glyma.09G066300",13.245,9.845,9.126,11.071,3.956,8.38,5.182,2.192,1.316,0.807
"Glyma.09G068400",24.094,14.886,8.226,7.933,5.826,5.358,5.521,4.626,1.442,0.722
"Glyma.09G070000",54.952,18.797,2.874,1.369,0.255,0.653,0.282,0.106,0.062,0.039
"Glyma.09G072200",5.327,2.942,1.645,1.255,0.504,1.402,0.406,0.337,0.396,3.018
"Glyma.09G079400",0.003,0.002,0.006,0.003,0.007,0.003,0.002,0,0.017,0.527
"Glyma.09G081600",0.015,0.067,0.147,0.248,0.203,0.427,0.535,1.723,10.726,22.242
"Glyma.09G085200",14.724,10.964,6.867,6.638,4.749,6.173,3.217,3.477,1.77,0.928
"Glyma.09G085300",10.876,7.64,8.329,6.235,4.804,5.102,4.644,3.062,3.107,1.31
"Glyma.09G091100",29.12,17.585,10.077,10.626,2.447,7.019,2.839,1.289,0.217,0.172
"Glyma.09G103400",188.512,123.986,80.851,55.084,32.126,41.519,31.386,26.386,23.594,35.079
"Glyma.09G128500",5.496,4.222,6.666,9.408,12.991,9.387,14.287,10.998,15.973,16.588
"Glyma.09G129500",4.819,3.693,3.117,2.761,1.611,1.892,1.725,1.05,2.115,2.79
"Glyma.09G131800",40.012,35.743,23.76,25.373,10.083,15.675,12.347,6.27,2.515,0.419
"Glyma.09G145700",0.03,0.031,0.036,0.043,0.006,0.023,0.02,0.011,0,0.006
"Glyma.09G148200",0,0,0,0,0,0,0.008,0.022,0.039,1.822
"Glyma.09G152400",14.212,7.713,5.72,4.099,1.46,2.575,1.042,0.373,0.132,0.034
"Glyma.09G154600",32.924,17.053,9.178,10.254,2.012,5.632,1.948,0.954,0.397,0.017
"Glyma.09G160400",0.03,0.032,0.04,0.073,0.254,0.164,0.329,0.517,0.892,10.019
"Glyma.09G163900",0.313,1.609,2.026,5.852,10.196,3.717,7.869,9.23,7.933,3.753
"Glyma.09G164500",2.182,2.331,3.099,1.84,1.626,1.427,2.119,2.291,16.779,61.885
"Glyma.09G167100",124.065,84.207,64.879,41.607,21.805,32.896,18.453,12.755,15.569,23.973
"Glyma.09G170600",22.671,15.254,10.877,7.189,3.456,4.877,3.155,1.828,1.638,1.622
"Glyma.09G171000",12.891,10.619,10.788,12.438,30.796,19.353,31.979,36.3,79.164,56.592
"Glyma.09G171600",128.292,127.476,98.704,90.308,37.348,55.715,45.211,22.939,8.383,0.234
"Glyma.09G172700",19.827,17.047,15.001,14.724,8.296,10.761,8.644,6.248,5.465,1.638
"Glyma.09G176100",21.821,20.439,10.083,10.448,5.611,7.533,5.375,3.378,2.813,0.776
"Glyma.09G178200",13.151,8.367,3.352,2.938,1.573,2.287,1.289,0.775,0.53,0.014
"Glyma.09G187200",70.551,49.941,23.367,18.226,16.925,16.444,15.53,11.988,13.286,7.198
"Glyma.09G189200",12.607,8.176,4.265,3.372,1.902,2.3,1.596,1.178,0.206,0.066
"Glyma.09G191200",0.901,1.862,2.751,3.567,8.251,4.07,8.438,10.046,29.084,131.716
"Glyma.09G191600",4.051,2.749,1.582,1.513,1.43,1.696,1.495,1.103,1.705,2.478
"Glyma.09G191800",25.181,14.768,8.697,8.865,3.906,6.645,3.375,1.261,1.099,0.018
"Glyma.09G193000",7.087,6.652,5.284,5.678,1.509,5.393,1.704,0.39,0.03,0.003
"Glyma.09G194900",12.707,10.044,6.27,8.306,4.261,6.889,3.187,2.29,0.899,0.078
"Glyma.09G200300",19.167,18.802,15.983,12.927,8.074,10.735,7.741,4.422,4.002,1.637
"Glyma.09G203300",45.31,27.833,18.616,17.549,9.042,14.182,9.085,6.088,5.529,2.343
"Glyma.09G205300",2.167,2.391,1.529,1.675,5.054,2.011,6.525,10.134,39.324,213.898
"Glyma.09G206300",3.949,2.255,1.218,0.546,0.337,0.525,0.373,0.167,0.061,0
"Glyma.09G212600",5.489,3.604,1.576,2.003,2.628,1.546,3.175,4.479,14.05,61.079
"Glyma.09G214400",210.786,139.316,78.296,62.56,32.409,40.935,36.834,31.221,28.521,45.496
"Glyma.09G214500",215.34,178.276,124.544,101.865,35.227,58.075,44.144,31.945,15.374,1.823
"Glyma.09G218300",0.011,0.006,0.023,0.065,0.572,0.145,0.926,3.444,11.625,25.854
"Glyma.09G218600",0.046,0.09,0.303,0.53,0.738,0.689,0.884,2.429,2.887,10.755
"Glyma.09G222800",0.02,0.03,0.059,0.142,1.962,0.367,1.961,2.314,2.358,1.558
"Glyma.09G226000",8.312,6.856,6.961,6.735,3.376,4.529,3.779,1.758,0.517,0.01
"Glyma.09G227400",3.868,2.451,1.357,0.805,0.452,0.601,0.386,0.214,0.264,0.032
"Glyma.09G230300",8.68,6.633,2.816,2.409,0.742,1.715,0.599,0.201,0.07,0.015
"Glyma.09G231200",210.314,155.017,84.097,58.166,30.328,50.906,30.732,20.739,10.703,0.892
"Glyma.09G233500",18.95,12.916,8.713,7.22,4.772,5.685,4.751,3.626,2.812,5.383
"Glyma.09G234000",37.786,25.247,21.553,22.541,12.708,17.287,18.345,11.79,7.686,1.429
"Glyma.09G236200",13.336,8.393,2.77,2.874,1.014,2.949,0.985,0.507,0.041,0.02
"Glyma.09G236800",0.011,0.013,0.025,0.005,0.004,0.007,0.005,0,0.11,1.315
"Glyma.09G241900",4.337,2.593,1.583,1.454,1.016,1.712,0.77,0.64,0.232,0.017
"Glyma.09G242900",5.442,3.392,2.044,1.603,1.107,1.927,0.89,0.61,0.257,0.561
"Glyma.09G246100",15.059,14.605,8.57,9.218,7.72,7.214,5.6,2.968,0.903,0.168
"Glyma.09G248000",11.626,8.441,3.248,2.102,0.758,2.573,1.077,0.652,0.589,0.445
"Glyma.09G249700",13.345,7.678,6.203,4.821,2.18,2.756,1.733,1.235,1.028,0.674
"Glyma.09G251100",19.36,14.23,10.433,8.269,6.634,6.154,6.783,4.464,5.257,2.494
"Glyma.09G251300",2.486,1.806,1.551,1.127,0.453,1.073,0.549,0.439,0.144,0.012
"Glyma.09G258300",12.55,9.898,5.61,4.927,2.127,4.635,2.324,1.468,1.119,0.137
"Glyma.09G263400",0.39,0.452,0.135,0.091,0.432,0.025,0.586,0.379,1.076,4.349
"Glyma.09G266500",10.344,7.452,7.878,5.769,4.573,5.733,4.702,3.662,2.339,0.642
"Glyma.09G266600",4.342,3.015,1.909,1.88,2.731,2.033,2.796,1.779,3.599,2.173
"Glyma.09G267700",56.16,32.05,10.382,7.308,2.32,6.783,1.885,0.932,0.124,0.044
"Glyma.09G273300",22.705,16.923,13.997,9.826,6.149,13.011,4.868,6.281,2.902,2.193
"Glyma.09G275100",1.865,1.81,1.2,1.051,0.443,1.023,0.384,0.36,0.292,0.168
"Glyma.09G277000",3.995,2.277,1.17,0.998,1.48,1.039,2.167,2.594,9.761,39.019
"Glyma.10G002400",142.669,87.617,61.719,50.14,24.905,31.545,33.612,32.812,23.685,19.918
"Glyma.10G005300",0,0,0.002,0.003,0.005,0.017,0.003,0.003,0.03,0.52
"Glyma.10G005500",35.928,28.56,21.026,12.084,7.443,11.01,6.676,8.253,4.76,4.939
"Glyma.10G006000",11.523,6.623,4.762,4.41,2.228,2.743,2.249,1.155,0.89,0.121
"Glyma.10G006100",9.955,6.112,7.651,5.554,3.772,6.088,4.526,2.489,0.946,0.028
"Glyma.10G014400",2.413,2.176,1.359,1.5,1.869,1.484,1.315,1.25,4.625,30.949
"Glyma.10G017800",12.273,7.892,6.41,7,5.586,5.61,4.475,2.422,2.579,0.37
"Glyma.10G030900",20.57,10.491,8.806,8.264,3.407,6.003,4.251,3.078,2.257,1.136
"Glyma.10G035300",53.557,35.342,26.661,27.426,27.162,30.527,35.71,32.05,45.642,58.83
"Glyma.10G035400",10.035,6.738,4.957,3.343,2.238,2.466,2.307,1.422,1.771,1.045
"Glyma.10G037500",8.252,5.527,4.114,4.111,2.722,2.564,2.7,1.673,1.465,0.201
"Glyma.10G044300",12.838,11.348,9.673,10.562,4.383,7.939,3.61,1.497,0.456,0.057
"Glyma.10G045900",80.172,48.063,39.457,29.034,15.393,14.487,18.888,11.597,9.795,7.736
"Glyma.10G049600",14.367,4.744,1.358,1.31,1.132,1.272,1.008,0.554,0.643,0.152
"Glyma.10G051500",0.22,0.228,0.258,0.456,1.784,1.189,1.072,1.026,3.193,13.371
"Glyma.10G052500",0.007,0.006,0,0,0,0.009,0.007,0.02,0.182,1.095
"Glyma.10G059900",8.202,6.171,3.839,8.332,3.416,7.063,5.237,3.899,1.422,0.257
"Glyma.10G065900",27.643,27.87,24.249,27.462,24.352,27.048,20.456,15.326,19.172,15.452
"Glyma.10G069600",8.814,6.311,5.032,4.543,2.203,3.359,2.767,2.239,1.129,0.434
"Glyma.10G080000",0.055,0.611,1.321,1.253,1.441,1.184,1.25,1.203,1.793,27.441
"Glyma.10G088000",0.343,0.448,0.366,0.605,0.886,0.585,0.838,0.857,2.057,6.859
"Glyma.10G094900",0.351,0.308,0.172,0.296,1.58,0.891,2.164,2.165,5.352,16.353
"Glyma.10G095500",14.743,12.091,11.27,9.753,7.488,7.981,7.285,6.308,4.842,6.542
"Glyma.10G099800",0.036,0.016,0.013,0.029,0.034,0.034,0.038,0.131,0.243,15.918
"Glyma.10G100400",6.502,3.76,3.714,2.358,2.255,1.968,2.106,1.466,3.301,3.59
"Glyma.10G124700",21.343,19.449,14.445,12.96,13.289,8.544,12.353,12.184,30.656,170.818
"Glyma.10G132300",0.004,0.012,0.004,0.012,0.046,0.024,0.078,0.239,1.237,10.283
"Glyma.10G137400",3.236,3.056,3.749,2.741,0.492,1.504,0.792,0.142,0.022,0
"Glyma.10G139200",32.291,25.006,17.081,16.581,5.21,12.852,5.663,1.675,0.631,0.131
"Glyma.10G141500",52.142,39.212,26.434,18.545,9.253,11.406,8.476,5.993,5.557,3.549
"Glyma.10G150500",0.664,0.413,0.283,0.626,3.665,1.465,4.518,4.263,14.301,36.883
"Glyma.10G153200",9.947,8.438,6.155,6.748,2.903,5.279,2.398,1.574,0.702,0.099
"Glyma.10G155300",221.657,700.616,1015.402,1553.665,2013.05,1737.917,2444.716,2490.011,2383.827,1662.448
"Glyma.10G156000",15.56,13.081,9.399,8.849,4.572,6.332,6.453,4.842,2.558,0.149
"Glyma.10G157100",34.996,38.398,19.356,22.26,8.682,15.483,10.401,8.218,2.995,0.43
"Glyma.10G161200",40.592,32.412,22.379,17.764,10.333,17.805,10.034,5.997,3.651,0.461
"Glyma.10G162800",20.638,16.296,17.244,11.372,8.181,7.21,6.523,6.41,1.406,0.366
"Glyma.10G163400",22.966,22.282,15.597,15.257,9.529,13.823,8.83,6.41,3.04,0.949
"Glyma.10G164100",48.661,33.349,17.037,12.318,6.943,7.15,6.274,3.209,2.256,1.477
"Glyma.10G170600",0.025,0.017,0.088,0.086,0.065,0.056,0.042,0.018,0.381,6.04
"Glyma.10G172200",153.947,138.221,131.091,105.798,63.433,71.887,55.023,21.913,11.361,4.196
"Glyma.10G172600",3.974,2.574,1.657,0.903,0.81,0.936,0.556,0.308,0.158,0.015
"Glyma.10G172800",13.761,9.564,6.643,5.22,3.229,4.947,2.999,2.298,1.127,0.039
"Glyma.10G172900",0.01,0.035,0.133,0.093,0.017,0.074,0.025,0.013,0.002,0
"Glyma.10G178900",91.317,78.777,49.417,29.35,11.893,18.29,11.789,8.17,7.985,2.318
"Glyma.10G179100",4.771,4.175,1.453,1.361,0.611,1.289,0.469,0.477,0.18,0.115
"Glyma.10G179600",0.211,0.082,0.033,0.033,0.011,0.026,0.022,0.152,2.236,30.685
"Glyma.10G180800",1.843,2.214,1.671,1.341,0.358,1.009,0.459,0.172,0.005,0.003
"Glyma.10G184900",42.872,36.464,25.614,18.5,14.336,17.903,12.745,6.015,6.011,1.692
"Glyma.10G185000",18.879,16.228,15.133,18.931,9.686,13.925,12.848,7.997,2.699,0.084
"Glyma.10G197400",0.448,0.496,0.349,0.74,2.424,1.4,3.655,4.11,14.043,52.96
"Glyma.10G200700",11.593,7.013,4.013,2.854,1.042,1.921,0.958,0.7,0.867,0.778
"Glyma.10G210300",19.485,14.053,8.833,6.062,4.373,5.607,3.884,2.924,2.738,0.737
"Glyma.10G211000",282.254,150.917,45.949,24.12,5.913,16.173,6.939,5.115,2.881,8.658
"Glyma.10G211300",1.478,1.055,0.671,0.591,2.822,0.693,3.276,3.354,9.732,29.55
"Glyma.10G212900",24.746,18.477,14.785,14.463,6.713,11.152,4.994,5.478,2.989,5.097
"Glyma.10G214900",3.616,2.19,0.971,1.006,0.81,0.765,0.87,1.017,5.488,41.903
"Glyma.10G215800",6.865,4.55,3.797,2.765,2.506,3.703,2.049,1.774,1.27,0.164
"Glyma.10G218100",7.812,4.883,2.276,2.227,1.751,1.833,1.581,1.208,1.052,0.446
"Glyma.10G218900",5.303,4.185,1.825,1.383,0.815,0.744,0.75,0.339,0.344,0.036
"Glyma.10G221000",13.758,12.773,10.974,9.552,2.582,7.274,3.035,1.066,0.194,0.051
"Glyma.10G226900",8.58,8.194,7.416,6.741,5.276,6.181,4.339,5.096,3.646,2.367
"Glyma.10G229400",1.952,1.451,1.481,1.254,0.551,0.994,0.486,0.259,0.13,0.097
"Glyma.10G231200",0.461,0.532,0.884,0.864,1.768,1.29,2.31,2.245,6.311,23.05
"Glyma.10G233400",3.643,1.845,1.775,1.431,1.318,1.669,1.639,1.247,2.348,3.494
"Glyma.10G233700",9.477,4.692,1.996,2.493,0.155,0.817,0.156,0.054,0.046,0.031
"Glyma.10G242000",14.045,9.513,6.757,5.123,5.083,5.955,5.88,5.974,8.699,7.023
"Glyma.10G243500",23.146,23.003,13.618,14.962,10.215,16.942,10.893,10.141,9.431,4.494
"Glyma.10G244200",4.948,4.516,3.057,3.855,9.612,5.859,13.169,18.518,41.91,128.148
"Glyma.10G245400",23.729,14.447,10.032,7.278,2.39,3.889,1.885,0.66,0.441,0.031
"Glyma.10G255100",74.055,53.405,39.102,27.915,22.026,25.851,15.355,8.822,3.728,3.877
"Glyma.10G261600",6.062,6.334,3.857,4.517,2.842,4.05,2.374,1.224,0.558,0.067
"Glyma.10G261800",51.261,44.593,26.196,18.053,8.14,10.195,6.752,5.626,6.863,4.527
"Glyma.10G268100",7.62,5.763,2.568,2.06,0.561,1.557,1.345,1.299,0.365,0.151
"Glyma.10G270600",12.841,7.423,4.046,3.437,3.729,3.808,3.076,2.563,1.568,0.431
"Glyma.10G274300",0.019,0.01,0.008,0,0,0.003,0.003,0,0,0
"Glyma.10G275200",0,0.006,0.021,0.021,0.165,0.065,0.702,1.491,6.559,17.543
