"Geneid","5-days-old","10-days-old","15-days-old","20-days-old","25-days-old","30-days-old","35-days-old","40-days-old","45-days-old","55-days-old"
"Glyma.19G101000",15.633,10.8,6.204,5.823,3.685,4.564,4.021,4.149,4.46,1.139
"Glyma.19G105900",3.719,2.616,2.252,1.658,0.672,1.397,0.586,0.394,0.407,0.11
"Glyma.19G107300",33.96,24.704,15.088,11.807,7.686,9.817,7.404,5.872,7.663,2.36
"Glyma.19G108500",12.568,8.542,5.047,3.107,2.242,4.743,2.153,2.082,0.921,0.241
"Glyma.19G110900",37.602,27.626,18.817,17.089,9.254,17.15,8.755,5.363,7.082,4.285
"Glyma.19G116200",9.36,5.262,2.765,1.774,1.123,1.659,1.071,0.849,1.054,0.305
"Glyma.19G117200",0.08,0.063,0.023,0.027,0.042,0.033,0.041,0.035,0.282,3.89
"Glyma.19G119000",32.327,21.803,12.988,7.841,3.17,6.5,3.486,1.94,1.591,1.058
"Glyma.19G125200",37.933,26.713,13.461,9.33,4.792,6.57,4.5,3.028,2.845,0.451
"Glyma.19G127400",20.753,12.869,9.222,10.098,3.703,6.583,3.738,1.015,0.42,0.024
"Glyma.19G127700",170.721,134.535,72.568,39.348,30.851,30.114,20.435,11.488,7.019,1.528
"Glyma.19G131400",8.977,6.722,5.173,4.617,2.284,3.495,2.797,2.126,1.368,0.384
"Glyma.19G132900",1.86,1.69,1.059,1.195,0.886,0.547,0.528,0.776,0.474,1.861
"Glyma.19G134800",0,0,0,0,0,0,0,0,0,0
"Glyma.19G136100",0.777,0.338,0.152,0.121,0.052,0.069,0.048,0.03,0.012,0.002
"Glyma.19G136400",1.25,1.36,2.592,3.345,1.758,2.16,1.628,0.671,0.281,0.441
"Glyma.19G140100",16.253,11.528,9.771,10.135,3.215,7.537,4.395,1.684,0.458,0.112
"Glyma.19G142400",17.468,13.85,9.292,6.671,5.109,6.899,5.426,4.196,4.444,2.266
"Glyma.19G143000",5.248,3.819,3.321,3.352,2.214,3.014,1.954,1.225,1.264,0.365
"Glyma.19G145400",41.606,23.328,14.711,11.232,7.335,10.487,6.239,6.82,4.387,8.874
"Glyma.19G147200",6.504,14.163,19.631,71.951,240.283,85.283,346.975,345.207,1845.928,4675.802
"Glyma.19G147400",25.127,22.017,14.051,16.063,4.65,14.38,4.998,3.041,1.824,0.622
"Glyma.19G156900",25.867,17.683,10.382,8.469,5.3,6.572,4.792,3.984,2.792,1.051
"Glyma.19G161200",18.28,14.862,12.06,15.017,9.956,12.581,11.872,7.571,6.385,0.937
"Glyma.19G163200",32.374,17.849,11.886,10.097,4.646,7.319,6.573,3.322,2.6,0.349
"Glyma.19G164300",0.003,0.022,0.003,0,0.005,0.022,0.002,0.01,0.059,0.561
"Glyma.19G165200",8.768,6.145,5.829,5.207,2.806,3.671,2.818,1.147,0.682,0.1
"Glyma.19G168500",0.278,0.147,0.059,0.108,0.122,0.112,0.242,0.324,1.165,11.13
"Glyma.19G174000",0,0,0,0,0,0,0,0,0,0
"Glyma.19G175700",5.248,2.983,2.451,1.639,1.088,1.43,0.992,0.666,0.241,0.024
"Glyma.19G177100",19.254,13.957,6.68,6.756,3.923,5.388,3.807,2.233,0.799,0.049
"Glyma.19G177300",2.828,2.404,1.736,2.723,2.974,2.947,2.668,1.908,1.802,1.308
"Glyma.19G180500",22.687,13.214,7.873,5.82,3.431,4.271,2.986,2.105,1.882,0.4
"Glyma.19G180600",25.954,21.64,10.515,10.162,6.257,10.448,5.618,3.745,3.337,1.796
"Glyma.19G188100",0,0,0,0,0,0,0,0,0,0
"Glyma.19G189600",178.46,122.55,78.326,64.889,40.708,53.524,45.068,44.081,47.767,57.828
"Glyma.19G190400",0.13,1.014,1.913,0.766,9.094,0.758,10.316,23.193,225.949,515.333
"Glyma.19G190900",352.79,296.347,174.216,139.175,59.077,94.894,71.1,54.902,37.392,11.65
"Glyma.19G192300",5.796,2.364,1.14,0.887,0.244,0.927,0.29,0.309,0.172,0.023
"Glyma.19G192600",7.66,4.544,2.763,2.107,0.69,0.941,0.791,0.614,0.319,0.458
"Glyma.19G195500",140.978,94.284,59.157,48.719,25.102,37.116,25.33,22.59,17.814,15.458
"Glyma.19G196800",8.292,6.459,3.973,3.197,1.724,2.075,1.198,1.19,1.493,1.717
"Glyma.19G198900",0.012,0.009,0.003,0.004,0,0.008,0,0.032,0.021,0.591
"Glyma.19G201500",11.641,10.296,5.819,8.869,3.692,5.822,4.575,2.639,1.805,0.06
"Glyma.19G204400",20.547,17.338,13.835,11.961,7.062,10.587,7.624,4.565,3.205,0.623
"Glyma.19G209500",9.899,6.482,4.871,5.119,2.488,3.708,1.662,0.464,0.05,0.033
"Glyma.19G210600",109.355,88.768,46.012,33.034,24.472,28.452,18.603,15.974,20.062,27.626
"Glyma.19G211600",0.009,0.015,0,0,0.006,0.025,0.023,0.017,0.018,1.173
"Glyma.19G211900",2.625,3.972,4.037,3.842,5.893,3.248,7.824,6.166,19.654,42.301
"Glyma.19G213300",2.667,0.93,0.317,0.275,0.102,0.185,0.126,0.069,0.112,3.74
"Glyma.19G219200",30.862,21.51,14.512,11.344,7.389,10.2,6.823,6.689,4.894,2.473
"Glyma.19G219300",33.527,27.484,17.22,19.607,12.6,14.277,14.4,11.223,7.624,1.224
"Glyma.19G222700",12.842,10.129,9.416,8.803,5.77,7.684,4.743,3.771,2.172,0.08
"Glyma.19G223400",11.699,7.844,5.481,4.827,3.621,4.088,3.019,1.919,1.847,0.687
"Glyma.19G225600",8.544,9.209,4.524,3.979,2.573,3.043,2.301,2.738,2.46,2.396
"Glyma.19G226400",15.873,12.836,9.18,8.45,4.685,7.262,4.147,3.074,2.019,0.255
"Glyma.19G230600",1.587,1.666,1.539,2.121,1.895,4.008,1.532,3.347,6.972,26.478
"Glyma.19G236500",23.976,27.76,21.649,26.033,9.763,18.446,10.376,6.589,8.338,3.098
"Glyma.19G238000",3.296,2.305,1.343,0.89,0.322,0.555,0.396,0.121,0.131,0.248
"Glyma.19G240700",6.426,5.3,6.228,5.455,1.646,4.296,1.74,0.733,0.369,0.169
"Glyma.19G242600",26.177,19.848,8.642,7.347,6.861,9.825,6.181,5.027,2.341,0.191
"Glyma.19G244500",7.701,8.176,7.129,6.992,5.527,7.752,6.138,4.766,2.242,0.061
"Glyma.19G245400",0.282,1.679,2.664,6.17,27.423,6.097,33.327,59.511,154.077,187.923
"Glyma.19G245500",0,0,0,0,0.014,0,0.044,0.101,1.505,10.988
"Glyma.19G249400",10.29,8.776,8.537,8.978,4.932,6.681,5.23,3.338,2.758,0.55
"Glyma.19G251000",4.471,3.619,3.042,2.816,1.288,1.571,1.32,0.945,1.533,0.678
"Glyma.19G260000",9.986,5.457,3.926,2.016,1.508,2.097,1.457,0.847,0.671,0.47
"Glyma.19G260900",7.511,6.427,4.749,4.042,1.498,2.266,1.547,0.698,0.076,0.018
"Glyma.19G261700",25.483,21.047,17.283,18.854,7.479,14.372,7.018,3.355,1.465,0.433
"Glyma.19G262600",6.625,4.83,2.51,1.714,1.588,1.462,1.252,0.686,0.16,0.002
"Glyma.20G000400",13.409,8.188,6.451,4.624,2.252,3.323,2.924,1.756,1.472,1.54
"Glyma.20G005900",47.959,37.925,34.786,20.528,9.468,13.726,8.62,6.604,7.353,7.126
"Glyma.20G007400",102.029,70.588,47.966,31.998,16.836,25.08,16.014,8.957,6.139,0.809
"Glyma.20G009200",14.494,9.452,7.108,6.787,4.263,4.837,4.427,3.139,2.449,0.851
"Glyma.20G009400",42.093,29.804,18.515,15.963,8.317,11.271,8.214,3.989,2.064,0.097
"Glyma.20G009500",10.214,7.608,5.518,4.815,2.906,3.896,3.373,2.658,2.417,0.662
"Glyma.20G009600",5.081,4.221,3.896,4.003,3.337,3.273,4.188,4.176,8.555,16.879
"Glyma.20G010600",2.882,2.016,0.757,0.538,0.068,0.193,0.068,0.102,0.099,0.157
"Glyma.20G012100",18.216,11.682,8.232,5.88,4.167,4.939,3.897,2.916,2.405,1.133
"Glyma.20G013200",6.146,3.621,2.136,1.337,0.424,1.053,0.473,0.276,0.098,0.03
"Glyma.20G017200",63.844,41.071,15.793,22.26,16.127,17.615,14.028,13.554,8.865,4.989
"Glyma.20G019700",27.373,21.292,14.771,14.744,2.743,8.228,4.563,3.011,1.167,0.065
"Glyma.20G021700",22.777,16.254,15.707,13.658,11.817,11.974,14.089,8.785,8.757,3.941
"Glyma.20G022900",10.416,9.298,7.67,4.76,2.244,3.835,1.927,1.103,0.918,0.557
"Glyma.20G025900",0,0,0,0,0,0,0,0,0.005,0
"Glyma.20G048300",0.392,0.382,0.407,0.409,0.524,0.501,0.944,1.292,3.518,11.087
"Glyma.20G050300",14.193,9.048,5.991,6.604,6.712,6.46,8.183,4.968,5.123,1.726
"Glyma.20G052500",128.877,104.878,75.598,57.736,34.997,42.161,29.661,18.598,15.521,6.094
"Glyma.20G068300",0,0,0,0,0.012,0.005,0.289,2.493,54.58,115.012
"Glyma.20G077000",11.012,8.325,7.168,7.558,13.719,6.633,14.692,16.268,30.869,88.555
"Glyma.20G081900",0,0,0,0,0,0,0,0,0,0
"Glyma.20G083500",1.595,1.336,0.804,1.095,2.539,1.489,4.883,3.903,14.609,39.292
"Glyma.20G090100",47.87,36.681,24.979,18.274,7.721,11.453,7.392,4.858,3.438,2.441
"Glyma.20G090500",19.113,10.322,7.053,5.668,1.03,4.608,1.584,0.436,0.025,0.01
"Glyma.20G092000",35.953,38.948,34.589,27.81,14.092,16.567,14.546,7.968,8.883,2.072
"Glyma.20G093200",12.287,7.35,5.868,4.765,4.24,4.356,3.572,2.597,1.64,0.346
"Glyma.20G098400",509.217,413.456,187.188,119.393,53.668,101.693,53.089,31.83,36.617,7.879
"Glyma.20G101100",0,0.009,0.011,0.009,0.042,0,0.046,0.293,2.612,53.583
"Glyma.20G102900",10.334,6.433,4.241,3.424,1.639,3.088,1.382,0.8,0.169,0.043
"Glyma.20G106500",35.687,30.569,31.759,22.816,16.883,17.916,16.363,12.666,10.579,0.816
"Glyma.20G106800",22.786,17.491,17.042,11.853,6.354,9.454,8.312,5.391,4.318,2.566
"Glyma.20G108500",58.164,49.037,26.535,23.242,11.972,18.726,12.485,12.645,13.487,10.468
"Glyma.20G109000",80.285,59.457,40.453,25.405,18.702,20.653,14.811,11.55,10.238,6.111
"Glyma.20G109400",29.511,24.253,20.855,13.086,5.265,8.104,6.865,5.34,8.847,14.751
"Glyma.20G110400",10.17,10.379,8.63,6.959,5.262,6.521,5.273,4.033,3.584,0.607
"Glyma.20G110600",16.27,15.57,14.616,14.153,7.495,10.126,6.669,4.348,2.872,0.599
"Glyma.20G111200",42.856,36.375,33.245,29.682,25.189,32.073,23.136,20.694,12.639,9.028
"Glyma.20G112400",0.679,0.293,0.066,0.083,0.04,0.036,0.039,0.05,0.027,0.018
"Glyma.20G113100",0.026,0.028,0.017,0.009,0.052,0.032,0.097,0.199,1.823,20.173
"Glyma.20G114000",54.439,36.402,21.544,17.901,19.046,23.559,14.359,19.85,17.782,44.777
"Glyma.20G115600",0.198,0.063,0,0.004,0,0,0,0.009,0.003,1.146
"Glyma.20G119100",12.615,6.919,5.302,5.169,1.491,3.878,1.459,0.746,0.254,0.241
"Glyma.20G120700",15.561,11.28,8.664,7.729,5.908,6.454,5.719,3.819,2.361,0.215
"Glyma.20G123600",242.509,190.402,120.636,71.518,42.836,53.94,40.833,38.288,35.129,11.236
"Glyma.20G129100",36.853,26.06,12.558,7.256,4.985,4.878,4.731,3.129,3.254,1.256
"Glyma.20G129200",1.602,2.094,1.923,1.519,1.079,1.735,0.88,0.599,0.186,0.045
"Glyma.20G130000",0.007,0,0,0,0.006,0,0.143,0.686,20.55,123.712
"Glyma.20G144000",3.959,5.457,4.857,5.277,1.336,3.362,1.335,0.418,0.184,0.036
"Glyma.20G146900",6.579,4.764,3.418,2.806,1.364,2.937,1.805,0.97,0.831,0.548
"Glyma.20G147400",3.208,2.533,1.267,1.124,1.055,0.997,1.054,1.309,2.192,4.173
"Glyma.20G149200",20.181,17.855,14.432,12.779,12.299,11.702,7.44,5.069,2.572,0.213
"Glyma.20G149400",252.914,192.33,125.486,104.168,74.975,96.365,72.906,54.011,71.035,102.733
"Glyma.20G150700",28.532,23.557,12.957,11.599,5.56,11.017,6.244,4.663,3.103,0.883
"Glyma.20G151800",4.277,4.019,5.207,4.592,1.244,4.83,1.129,0.178,0.054,0.019
"Glyma.20G152600",61.71,32.25,19.954,14.706,3.895,7.638,3.245,1.978,1.156,0.306
"Glyma.20G154900",0,0.007,0,0.022,0.024,0.003,0.04,0.051,0.034,0.141
"Glyma.20G156400",1.195,1.644,1.43,1.843,6.684,3.498,11.968,16.284,38.385,86.684
"Glyma.20G159200",316.386,153.348,42.335,41.044,25.809,64.824,24.664,24.398,21.938,18.909
"Glyma.20G162300",1.555,0.856,0.445,0.476,0.864,0.972,0.752,1.049,0.848,0.272
"Glyma.20G166100",0,0,0,0,0,0,0,0.003,0,0
"Glyma.20G167800",13.746,10.117,7.321,5.594,4.515,5.503,4.063,2.884,1.904,0.371
"Glyma.20G169500",4.939,2.768,2.221,1.523,0.366,1.298,0.945,0.555,0.178,0.01
"Glyma.20G171200",47.565,36.406,25.925,16.165,13.221,13.118,9.82,5.846,5.187,2.797
"Glyma.20G173700",5.469,3.62,2.751,2.569,2.343,2.47,2.014,1.279,1.038,0.162
"Glyma.20G176000",8.473,5.446,3.744,2.899,2.708,3.403,2.503,2.167,1.631,0.341
"Glyma.20G176900",15.393,14.274,10.773,11.31,5.041,9.159,5.434,3.489,3.792,1.576
"Glyma.20G177700",95.175,79.007,55.791,48.16,23.755,32.394,26.473,23.13,24.11,18.893
"Glyma.20G180300",44.816,30.864,21.167,13.28,11.254,12.79,9.552,8.02,6.683,1.767
"Glyma.20G184600",0.235,0.527,1.26,6.219,44.483,11.763,73.27,135.036,627.969,1631.97
"Glyma.20G189900",10.32,9.756,6.552,6.369,3.762,6.305,3.163,2.933,1.97,0.942
"Glyma.20G198800",16.63,18.781,9.501,9.106,3.674,5.89,3.121,4.177,3.386,6.402
"Glyma.20G199100",23.43,15.85,9.029,9.167,3.617,5.127,5.293,2.957,2.754,1.286
"Glyma.20G199700",0.152,0.037,0.014,0.009,0.014,0.005,0.035,0.042,0.271,2.722
"Glyma.20G199800",0.029,0.033,0.128,0.15,0.131,0.126,0.121,0.14,0.418,16.034
"Glyma.20G205400",39.114,29.7,20.527,22.811,8.931,13.571,12.67,8.863,4.103,0.196
"Glyma.20G206300",0.902,0.753,1.007,1.134,0.162,0.601,0.176,0.035,0.065,0.155
"Glyma.20G209700",1.269,1.559,1.239,1.584,0.699,0.82,0.568,0.275,0.173,0.072
"Glyma.20G209900",13.96,15.03,15.942,19.806,19.382,16.81,15.112,16.427,26.147,49.565
"Glyma.20G210800",0.396,0.168,0.153,0.206,0.196,0.34,0.257,0.54,1.409,23.573
"Glyma.20G211100",6.042,5.844,2.816,2.691,1.609,2.089,1.435,0.849,0.429,0.532
"Glyma.20G211200",84.033,63.32,31.524,18.248,9.397,13.863,8.264,6.581,4.973,1.715
"Glyma.20G217500",20.054,17.692,12.474,10.56,8.063,10.765,7.578,6.4,4.552,1.16
"Glyma.20G217600",2.892,2.078,1.662,1.291,1.052,1.099,0.981,0.634,0.495,0
"Glyma.20G218100",8.708,9.654,11.626,11.975,11.766,13.033,13.248,9.011,13.922,16.294
"Glyma.20G218200",49.204,47.049,31.81,29.514,34.689,24.484,41.82,40.559,72.586,85.036
"Glyma.20G224000",23.54,20.68,16.259,13.995,9.094,12.583,8.079,5.71,3.762,2.32
"Glyma.20G224400",48.458,29.623,13.215,11.249,9.56,6.73,11.122,11.232,39.536,198.08
"Glyma.20G226000",22.408,21.196,13.542,14.359,8.907,14.511,6.971,7.616,2.429,0.611
"Glyma.20G230600",5.239,3.483,3.109,3.082,2.001,2.843,2.142,0.925,0.728,0.254
"Glyma.20G232200",13.335,7.405,4.447,3.448,1.41,3.4,1.247,0.941,0.282,0.112
"Glyma.20G237900",0.304,0.857,1.15,1.865,1.637,3.053,1.515,1.382,0.525,0.358
"Glyma.20G240300",127.741,151.262,132.728,114.448,56.13,72.508,54.062,41.997,26.256,3.683
"Glyma.20G243700",48.352,60.677,51.284,43.263,22.801,23.713,18.042,10.616,6.728,2.567
"Glyma.20G244100",71.835,53.311,28.889,20.546,14.093,14.25,12.141,6.552,9.71,24.225
"Glyma.20G248900",0.01,0.013,0.004,0,0.011,0.012,0.016,0.092,0.965,11.185
"Glyma.U010600",16.404,10.13,9.431,6.12,4.06,4.807,3.505,2.971,3.627,3.829
"Glyma.U010800",4.164,3.392,2.723,2.735,3.185,2.996,2.894,2.373,1.971,1.122
"Glyma.U018300",4.334,3.546,2.773,5.613,8.338,7.486,14.396,16.668,45.139,122.574
"Glyma.U019400",6.478,7.694,9.232,8.297,6.353,11.603,8.165,6.566,4.131,0.861
"Glyma.U019600",0.435,0.433,0.357,0.258,0.151,0.216,0.14,0.171,0.168,0.734
"Glyma.U021000",3.483,1.777,0.241,0.246,0.114,0.133,0.175,0.176,0.714,5.602
"Glyma.U027500",3.187,2.434,2.018,1.46,1.741,1.55,1.767,1.328,1.866,1.872
"Glyma.U027900",37.306,18.435,6.338,6.15,3.048,3.857,3.102,2.287,2.636,1.908
"Glyma.U028600",52.791,38.739,31.456,25.245,17.482,19.725,14.799,15.111,7.898,6.025
"Glyma.U030200",24.39,16.151,14.703,9.76,6.64,7.815,6.163,4.517,5.17,8.443
"Glyma.U041700",14.966,8.745,1.957,3.889,1.098,4.707,1.34,0.936,0.042,0
